County,Pop,Pop_65_%,Pop_AA_num,Pop_H_num,Smoking_%,Obesity_%,Diabetes_%,HIV,uninsured_num,Med_HHI,Unemployment,PCP_num,Pop_65_num,Smoker_num,Obesity_num,Diabetes_num,Year,Limited_healthy_food,psed
McDowell,45159,20.1,1572,2899,21,36,13,30,4846,42853,870,14,9076.959,9483.39,16257.24,5870.67,2019,979,6210
Macon,34732,28.2,434,2525,17,30,12,43,4120,42456,718,26,9794.424,5904.44,10419.6,4167.84,2019,1084,3822
Madison,21746,21.4,327,579,18,30,10,17,1966,41891,429,10,4653.644,3914.28,6523.8,2174.6,2019,1328,2501
Martin,22789,22.4,9528,928,19,40,14,63,2070,37225,555,9,5104.736,4329.91,9115.6,3190.46,2019,336,2976
Mecklenburg,1076837,10.9,338207,143400,15,26,9,5369,112129,65750,25930,923,117375.233,161525.55,279977.62,96915.33,2019,50082,246929
Mitchell,15072,24.9,73,847,17,30,12,11,1507,40589,325,11,3752.928,2562.24,4521.6,1808.64,2019,,1817
Montgomery,27435,20,4998,4312,19,32,12,43,3245,43695,544,7,5487,5212.65,8779.2,3292.2,2019,160,2758
Moore,97264,23.8,11766,6538,16,28,11,127,8367,62781,1804,99,23148.832,15562.24,27233.92,10699.04,2019,3678,15023
Nash,93991,18,37671,6644,18,37,15,256,8957,47597,2672,53,16918.38,16918.38,34776.67,14098.65,2019,5440,12426
New Hanover,227198,17.3,30702,12531,18,24,9,582,19802,53692,4975,203,39305.254,40895.64,54527.52,20447.82,2019,15540,42969
Northampton,19862,25.2,11345,441,21,35,17,70,1739,36190,493,1,5005.224,4171.02,6951.7,3376.54,2019,1561,1966
Onslow,193893,9.2,28864,24297,19,28,8,275,14932,49634,3259,60,17838.156,36839.67,54290.04,15511.44,2019,18108,38617
Orange,144946,13.4,16643,12336,14,25,8,258,11942,69422,2921,267,19422.764,20292.44,36236.5,11595.68,2019,11935,27662
Pamlico,12689,28.9,2412,492,17,33,14,22,1144,48410,260,6,3667.121,2157.13,4187.37,1776.46,2019,310,1535
Pasquotank,39743,16.5,14305,2137,19,39,13,93,3743,46709,976,29,6557.595,7551.17,15499.77,5166.59,2019,5070,6161
Pender,60958,17.7,9147,4468,17,31,13,88,6380,52187,1293,18,10789.566,10362.86,18896.98,7924.54,2019,1652,8448
Perquimans,13474,26.3,3090,351,19,33,15,19,1221,45011,296,2,3543.662,2560.06,4446.42,2021.1,2019,148,1535
Person,39370,19.1,10465,1690,19,31,12,80,3982,50269,855,16,7519.67,7480.3,12204.7,4724.4,2019,1710,5265
Pitt,179042,12.8,62363,11366,20,34,11,533,18356,46229,4405,182,22917.376,35808.4,60874.28,19694.62,2019,5307,32971
Polk,20558,30.5,856,1254,15,29,13,19,1767,45587,377,10,6270.19,3083.7,5961.82,2672.54,2019,22,2256
Randolph,143282,17.3,8839,16415,20,34,11,188,18029,44207,2974,64,24787.786,28656.4,48715.88,15761.02,2019,11931,17827
Richmond,44798,17.7,13927,2928,23,38,14,119,4944,36401,1026,17,7929.246,10303.54,17023.24,6271.72,2019,2806,5114
Robeson,132606,14.8,30975,11812,27,38,16,411,20165,33714,3343,52,19625.688,35803.62,50390.28,21216.96,2019,7971,15263
Rockingham,90949,19.9,16932,5626,20,35,14,162,9937,46247,2150,36,18098.851,18189.8,31832.15,12732.86,2019,10865,10585
Rowan,140644,17.1,22744,12442,19,33,12,303,14309,47541,3103,61,24050.124,26722.36,46412.52,16877.28,2019,14536,18441
Rutherford,66551,21.1,6385,2904,19,30,12,64,7246,40758,1514,33,14042.261,12644.69,19965.3,7986.12,2019,6881,7436
Sampson,63430,17.3,16030,12575,21,32,13,139,9629,41951,1414,28,10973.39,13320.3,20297.6,8245.9,2019,1473,7315
Scotland,35093,17.7,13635,1029,23,36,14,119,3575,37947,904,21,6211.461,8071.39,12633.48,4913.02,2019,2802,4243
Stanly,61482,18.7,6954,2661,19,29,12,96,5803,49871,1239,23,11497.134,11681.58,17829.78,7377.84,2019,1351,8030
Stokes,45717,20.6,1803,1380,17,30,11,46,4280,48748,947,11,9417.702,7771.89,13715.1,5028.87,2019,2904,5560
Surry,72224,20,2626,7680,19,32,14,69,8631,43023,1434,40,14444.8,13722.56,23111.68,10111.36,2019,2516,8942
Swain,14294,18.9,144,730,23,29,12,9,2074,41407,354,12,2701.566,3287.62,4145.26,1715.28,2019,91,1963
Transylvania,33956,29.9,1223,1150,17,27,11,26,3200,47587,620,26,10152.844,5772.52,9168.12,3735.16,2019,796,3564
Tyrrell,4052,20.1,1440,373,21,35,13,7,472,35223,117,,814.452,850.92,1418.2,526.76,2019,271,288
Union,231366,12.3,26906,26117,15,31,10,237,19618,77875,4777,146,28458.018,34704.9,71723.46,23136.6,2019,7680,36261
Vance,44211,18.1,22315,3397,21,36,13,187,4452,39847,1122,15,8002.191,9284.31,15915.96,5747.43,2019,2312,4664
Wake,1072203,11.2,215097,109867,14,24,8,3133,84547,77641,22450,896,120086.736,150108.42,257328.72,85776.24,2019,44234,245123
Warren,19883,24.7,10038,770,21,38,14,63,2396,36831,477,1,4911.101,4175.43,7555.54,2783.62,2019,892,2005
Washington,12012,23.7,5736,676,19,35,15,37,1180,36171,325,4,2846.844,2282.28,4204.2,1801.8,2019,1712,1232
Watauga,55121,15.7,935,1959,20,22,9,30,5337,48417,1173,41,8653.997,11024.2,12126.62,4960.89,2019,1345,8045
Wayne,124172,16.1,38586,14847,20,35,13,348,15016,44592,2736,64,19991.692,24834.4,43460.2,16142.36,2019,10606,18260
Wilkes,68576,21,2930,4467,19,33,14,51,8009,42453,1342,30,14400.96,13029.44,22630.08,9600.64,2019,4177,8295
Wilson,81671,17.7,32347,8595,20,32,12,306,8978,44825,2637,39,14455.767,16334.2,26134.72,9800.52,2019,901,10205
Yadkin,37774,19.7,1147,4294,18,32,11,34,4354,46885,713,10,7441.478,6799.32,12087.68,4155.14,2019,351,4709
Yancey,17744,25.3,146,916,18,29,11,11,1896,41053,343,13,4489.232,3193.92,5145.76,1951.84,2019,85,2058
