County,Pop,Pop_65_%,Pop_AA_num,Pop_H_num,Smoking_%,Obesity_%,Diabetes_%,HIV,uninsured_num,Med_HHI,Unemployment,PCP_num,Pop_65_num,Smoker_num,Obesity_num,Diabetes_num,Year,Limited_healthy_food,psed
Caldwell,81484,17.8,3972,4037,21,31,11,57,12120,38653,2505,39,14504.152,17111.64,25260.04,8963.24,2016,13048,10119
Camden,10331,14.9,1268,272,16,32,9,14,1165,61730,266,1,1539.319,1652.96,3305.92,929.79,2016,98,1864
Carteret,68811,21.8,4120,2975,17,26,11,60,9141,48824,1846,52,15000.798,11697.87,17890.86,7569.21,2016,4636,10143
Caswell,23082,19.6,7647,831,19,36,14,46,2733,42730,666,3,4524.072,4385.58,8309.52,3231.48,2016,1453,2548
Catawba,154534,16.2,13145,13761,19,31,10,202,21370,45080,4683,111,25034.508,29361.46,47905.54,15453.4,2016,15270,21864
Chatham,68698,23.6,8585,8802,16,27,12,97,8704,56797,1481,62,16212.728,10991.68,18548.46,8243.76,2016,2209,8912
Cherokee,27141,26.7,397,767,19,29,12,14,4024,34620,769,11,7246.647,5156.79,7870.89,3256.92,2016,33,3311
Chowan,14572,22.4,4939,464,20,32,15,26,1851,38887,437,13,3264.128,2914.4,4663.04,2185.8,2016,1093,1724
Clay,10581,28.2,100,322,18,29,13,8,1496,37072,258,7,2983.842,1904.58,3068.49,1375.53,2016,173,1003
Cleveland,97076,17.1,20100,3029,20,32,11,188,12001,39444,3248,49,16599.996,19415.2,31064.32,10678.36,2016,5453,12446
Columbus,56953,17.7,17047,2782,23,31,14,169,8348,34321,1907,22,10080.681,13099.19,17655.43,7973.42,2016,801,7996
Craven,104510,17.1,22098,7425,18,30,10,323,12494,43972,2784,70,17871.21,18811.8,31353,10451,2016,6449,15718
Cumberland,326328,10.8,117283,35801,22,32,11,1305,40270,42582,9832,243,35243.424,71792.16,104424.96,35896.08,2016,40879,65120
Currituck,24976,14.9,1461,912,18,28,9,24,3210,58024,746,4,3721.424,4495.68,6993.28,2247.84,2016,649,3387
Dare,35104,18.7,940,2381,17,28,10,40,5186,54642,1623,23,6564.448,5967.68,9829.12,3510.4,2016,3365,5975
Davidson,164072,16.8,15003,11151,18,30,10,225,21710,43346,4803,46,27564.096,29532.96,49221.6,16407.2,2016,10440,22339
Davie,41434,19.3,2595,2649,16,28,10,28,5379,47592,1113,16,7996.762,6629.44,11601.52,4143.4,2016,1115,5097
Duplin,59882,15.8,14877,12963,22,29,14,160,11760,34109,1661,15,9461.356,13174.04,17365.78,8383.48,2016,478,6390
Durham,294460,11.1,110033,39332,17,28,10,1539,39718,50745,7537,361,32685.06,50058.2,82448.8,29446,2016,16716,66985
Edgecombe,54933,16.9,31400,2288,22,39,16,317,7210,31615,2336,18,9283.677,12085.26,21423.87,8789.28,2016,5364,6116
Forsyth,365298,14.4,93204,46066,18,29,11,1363,47590,45944,10247,393,52602.912,65753.64,105936.42,40182.78,2016,42198,59669
Franklin,62860,15.2,16375,5044,20,32,12,116,8868,48166,1743,12,9554.72,12572,20115.2,7543.2,2016,1318,8532
Gaston,211127,15.1,32945,13522,21,34,11,525,28701,42056,6557,139,31880.177,44336.67,71783.18,23223.97,2016,22025,32507
Gates,11567,17.8,3812,228,19,34,13,12,1410,48413,305,1,2058.926,2197.73,3932.78,1503.71,2016,2,1238
Graham,8644,22.3,36,279,19,31,11,,1352,33824,431,3,1927.612,1642.36,2679.64,950.84,2016,152,909
Granville,58500,15.3,18399,4444,19,37,11,239,6837,49342,1533,30,8950.5,11115,21645,6435,2016,1637,8176
Greene,21093,14.8,7562,3092,22,34,13,77,3152,37263,584,4,3121.764,4640.46,7171.62,2742.09,2016,0,2802
Guilford,512119,13.8,169655,39139,19,28,11,2051,70220,44828,16015,396,70672.422,97302.61,143393.32,56333.09,2016,32666,91415
Halifax,52970,18.3,27879,1427,23,39,16,161,6655,31674,2011,32,9693.51,12183.1,20658.3,8475.2,2016,5235,6020
Harnett,126666,11.2,26159,15060,20,33,10,200,18132,45380,3520,41,14186.592,25333.2,41799.78,12666.6,2016,4664,21869
Haywood,59471,23.7,699,2179,17,26,11,48,7696,42812,1511,46,14094.627,10110.07,15462.46,6541.81,2016,4070,7458
Henderson,111149,24.5,3542,11037,16,24,11,79,15040,47286,2369,92,27231.505,17783.84,26675.76,12226.39,2016,5589,14929
Hertford,24308,17.5,14405,921,22,35,16,127,2872,30056,676,11,4253.9,5347.76,8507.8,3889.28,2016,1557,2898
Hoke,51611,8.4,16984,6443,23,35,11,163,8489,44175,1515,5,4335.324,11870.53,18063.85,5677.21,2016,4455,10258
Hyde,5676,17.7,1660,452,19,30,12,16,822,36891,192,1,1004.652,1078.44,1702.8,681.12,2016,1494,676
Iredell,166675,14.6,19600,12192,17,28,10,132,22448,54026,4815,110,24334.55,28334.75,46669,16667.5,2016,8663,26711
Jackson,40981,17.7,882,2083,20,32,10,31,6820,38130,1155,41,7253.637,8196.2,13113.92,4098.1,2016,3294,5586
Johnston,181423,12.3,27560,24257,20,35,10,310,26586,50055,4649,50,22315.029,36284.6,63498.05,18142.3,2016,2801,28924
Jones,10076,21.7,3103,446,19,34,14,21,1550,38928,288,5,2186.492,1914.44,3425.84,1410.64,2016,0,1376
Lee,59662,15,11475,11629,20,29,11,153,9553,46073,1995,31,8949.3,11932.4,17301.98,6562.82,2016,5448,8439
Lenoir,58485,17.9,23604,4398,21,36,15,241,8574,35991,1939,28,10468.815,12281.85,21054.6,8772.75,2016,2882,7058
Lincoln,79829,15.9,4404,5732,19,29,10,55,11082,49676,2367,32,12692.811,15167.51,23150.41,7982.9,2016,3985,11721
McDowell,44965,18.5,1710,2479,20,30,11,37,5837,37881,1303,15,8318.525,8993,13489.5,4946.15,2016,1478,5660
Macon,33875,26.4,512,2230,18,25,12,24,5683,37884,965,26,8943,6097.5,8468.75,4065,2016,810,3728
Madison,21157,19.8,360,564,19,25,10,14,2584,38445,547,10,4189.086,4019.83,5289.25,2115.7,2016,739,2354
Martin,23454,20.6,9952,848,22,36,15,72,2954,35930,752,10,4831.524,5159.88,8443.44,3518.1,2016,251,2920
Mecklenburg,1012539,10,313349,128473,16,24,9,4941,146469,59049,31759,895,101253.9,162006.24,243009.36,91128.51,2016,60416,225488
Mitchell,15311,23.4,97,711,18,29,11,17,2012,36795,487,12,3582.774,2755.98,4440.19,1684.21,2016,398,1846
Montgomery,27395,18.5,5002,4152,21,32,13,47,4515,38530,727,11,5068.075,5752.95,8766.4,3561.35,2016,85,3372
Moore,93077,23.8,11894,5894,17,28,11,138,10538,51650,2244,96,22152.326,15823.09,26061.56,10238.47,2016,5313,13734
Nash,94357,16.4,36670,6202,19,31,13,283,12494,43348,3443,57,15474.548,17927.83,29250.67,12266.41,2016,3873,12763
New Hanover,216298,15.8,30610,11616,16,26,9,615,30139,49905,6343,198,34175.084,34607.68,56237.48,19466.82,2016,15976,42404
Northampton,20463,23,11853,409,21,38,18,72,2330,32063,627,2,4706.49,4297.23,7775.94,3683.34,2016,594,1831
Onslow,187589,8.4,27591,22678,20,26,7,235,21913,47201,3769,56,15757.476,37517.8,48773.14,13131.23,2016,19475,35003
Orange,140420,11.2,16593,11767,17,20,8,304,15650,60304,3254,255,15727.04,23871.4,28084,11233.6,2016,15204,27287
Pamlico,12948,26,2552,453,17,32,13,26,1589,43097,345,5,3366.48,2201.16,4143.36,1683.24,2016,307,1486
Pasquotank,39787,15.5,14629,1857,19,34,11,103,4865,44596,1370,29,6166.985,7559.53,13527.58,4376.57,2016,3707,6383
Pender,56250,17.1,9253,3610,19,29,11,58,8132,45453,1722,19,9618.75,10687.5,16312.5,6187.5,2016,1746,7836
Perquimans,13466,24.3,3260,310,19,33,14,32,1583,41328,386,2,3272.238,2558.54,4443.78,1885.24,2016,72,1406
Person,39132,17.5,10559,1641,19,33,12,75,4865,45841,1342,14,6848.1,7435.08,12913.56,4695.84,2016,1018,5322
Pitt,175354,11.3,59768,10364,21,34,10,542,24305,41765,5432,178,19815.002,36824.34,59620.36,17535.4,2016,5320,31875
Polk,20357,27.5,888,1149,15,27,11,20,2822,45464,434,12,5598.175,3053.55,5496.39,2239.27,2016,32,2272
Randolph,142778,16.1,8446,15908,20,30,11,154,22477,41770,4166,60,22987.258,28555.6,42833.4,15705.58,2016,10145,18090
Richmond,45733,16.1,14058,2935,21,37,13,123,7032,34665,1481,19,7363.013,9603.93,16921.21,5945.29,2016,2327,5397
Robeson,134760,13,32516,10967,29,39,16,421,26167,30414,4681,62,17518.8,39080.4,52556.4,21561.6,2016,8116,15496
Rockingham,91696,18.4,17090,5423,20,34,12,137,12471,39606,2994,36,16872.064,18339.2,31176.64,11003.52,2016,10750,10874
Rowan,138630,16.3,22262,11420,20,34,11,362,19624,44973,4180,58,22596.69,27726,47134.2,15249.3,2016,12245,18088
Rutherford,66600,19.5,6449,2702,22,28,12,57,9114,35629,2122,35,12987,14652,18648,7992,2016,6553,8545
Sampson,64050,16,16543,11783,20,39,14,154,11295,33876,1821,29,10248,12810,24979.5,8967,2016,1418,6805
Scotland,35576,16.1,13794,1043,25,37,15,129,4713,32782,1397,26,5727.736,8894,13163.12,5336.4,2016,2744,3942
Stanly,60600,17.6,6722,2350,18,30,10,76,7959,41921,1669,27,10665.6,10908,18180,6060,2016,1527,8364
Stokes,46419,19.1,1872,1353,19,34,10,29,5684,45065,1260,9,8866.029,8819.61,15782.46,4641.9,2016,2692,5952
Surry,72968,18.9,2656,7406,19,29,11,57,10846,37915,1983,51,13790.952,13863.92,21160.72,8026.48,2016,2486,8795
Swain,14274,18.5,185,670,23,35,12,13,2300,34788,564,13,2640.69,3283.02,4995.9,1712.88,2016,384,1974
Transylvania,33045,28.5,1333,1047,16,24,11,29,4247,44490,768,25,9417.825,5287.2,7930.8,3634.95,2016,1035,3692
Tyrrell,4115,19.4,1471,277,21,31,14,8,619,32773,146,,798.31,864.15,1275.65,576.1,2016,258,312
Union,218568,11.3,25307,23948,17,27,9,185,25609,64381,5462,121,24698.184,37156.56,59013.36,19671.12,2016,7090,36238
Vance,44614,16.4,22310,3221,22,37,15,176,6132,33609,1641,20,7316.696,9815.08,16507.18,6692.1,2016,2127,4966
Wake,998691,10,203967,99706,15,25,8,2903,110159,66950,24628,820,99869.1,149803.65,249672.75,79895.28,2016,38115,229148
Warren,20231,21.5,10270,803,22,38,17,47,2799,33869,629,3,4349.665,4450.82,7687.78,3439.27,2016,937,2002
Washington,12570,21.1,6037,609,21,33,16,49,1553,32867,473,5,2652.27,2639.7,4148.1,2011.2,2016,1289,1104
Watauga,52560,14.2,949,1823,21,26,8,26,6854,41942,1377,33,7463.52,11037.6,13665.6,4204.8,2016,1705,7528
Wayne,124456,14.5,38623,13762,20,35,12,440,17055,36890,3363,62,18046.12,24891.2,43559.6,14934.72,2016,10074,18849
Wilkes,68838,19.9,2930,4002,20,26,12,45,10313,33398,1910,26,13698.762,13767.6,17897.88,8260.56,2016,3844,7788
Wilson,81401,16.3,31663,8250,22,38,13,335,12186,39268,3469,37,13268.363,17908.22,30932.38,10582.13,2016,2295,10193
Yadkin,37792,18.3,1214,4025,20,32,11,28,5607,40801,956,12,6915.936,7558.4,12093.44,4157.12,2016,161,4606
Yancey,17614,23.5,170,858,19,27,11,9,2467,35974,491,14,4139.29,3346.66,4755.78,1937.54,2016,0,2150
