County,Pop,Pop_65_%,Pop_AA_num,Pop_H_num,Smoking_%,Obesity_%,Diabetes_%,HIV,uninsured_num,Med_HHI,Unemployment,PCP_num,Pop_65_num,Smoker_num,Obesity_num,Diabetes_num,Year,Limited_healthy_food,psed
Franklin,64705,16.2,16566,5229,19,33,14,116,7390,49484,1526,9,10482.21,12293.95,21352.65,9058.7,2018,1346,8832
Gaston,216965,15.5,35154,14690,18,31,13,574,23243,48874,5601,134,33629.575,39053.7,67259.15,28205.45,2018,23227,32632
Gates,11478,18.5,3658,234,17,33,13,14,1035,45755,268,,2123.43,1951.26,3787.74,1492.14,2018,3,1330
Graham,8558,23,36,270,19,30,12,,1112,35763,273,2,1968.34,1626.02,2567.4,1026.96,2018,99,839
Granville,59031,16.4,18607,4594,18,34,13,285,5046,50414,1271,28,9681.084,10625.58,20070.54,7674.03,2018,2401,7951
Greene,21168,15.7,7664,3146,20,33,12,87,2828,39738,501,3,3323.376,4233.6,6985.44,2540.16,2018,,2678
Guilford,521330,14.4,175508,40991,19,31,10,2186,56711,47754,13494,417,75071.52,99052.7,161612.3,52133,2018,40698,93682
Halifax,51766,19.6,27397,1398,22,40,15,181,5504,33044,1655,31,10146.136,11388.52,20706.4,7764.9,2018,5133,5778
Harnett,130881,11.7,27084,16291,19,33,11,264,14421,51106,2954,37,15313.077,24867.39,43190.73,14396.91,2018,4500,22834
Haywood,60682,24.4,694,2312,17,32,12,53,5422,45290,1299,44,14806.408,10315.94,19418.24,7281.84,2018,4998,7789
Henderson,114209,25.1,3608,11301,15,30,9,111,12274,53638,2222,97,28666.459,17131.35,34262.7,10278.81,2018,7690,15328
Hertford,24136,18.5,14455,840,21,41,16,133,2209,35424,613,12,4465.16,5068.56,9895.76,3861.76,2018,1306,2902
Hoke,53262,8.9,17538,7013,23,33,10,154,7849,46004,1302,7,4740.318,12250.26,17576.46,5326.2,2018,4011,10537
Hyde,5517,18.7,1588,489,20,32,13,8,602,37881,201,1,1031.679,1103.4,1765.44,717.21,2018,2056,741
Iredell,172916,15.2,20256,13008,17,31,11,167,16978,56325,4040,120,26283.232,29395.72,53603.96,19020.76,2018,8109,26836
Jackson,42241,18.3,930,2335,20,29,11,28,5497,44004,1012,38,7730.103,8448.2,12249.89,4646.51,2018,4567,5684
Johnston,191450,12.9,29399,25422,18,35,13,375,22067,55174,4219,56,24697.05,34461,67007.5,24888.5,2018,2592,29390
Jones,9845,23,2964,443,19,35,15,17,1138,38873,242,5,2264.35,1870.55,3445.75,1476.75,2018,0,1273
Lee,59616,15.9,11593,11061,19,29,14,169,7869,46723,1541,33,9478.944,11327.04,17288.64,8346.24,2018,2616,8522
Lenoir,57307,18.8,23307,4440,21,36,16,212,6942,39341,1647,28,10773.716,12034.47,20630.52,9169.12,2018,3578,6792
Lincoln,81168,16.7,4391,5844,18,29,12,70,9170,50714,1951,35,13555.056,14610.24,23538.72,9740.16,2018,3678,11165
McDowell,45075,19.3,1669,2755,21,33,13,30,4482,41443,1013,16,8699.475,9465.75,14874.75,5859.75,2018,979,5897
Macon,34376,27.3,483,2334,17,29,13,43,4408,41140,821,25,9384.648,5843.92,9969.04,4468.88,2018,1084,3869
Madison,21340,20.6,328,549,18,26,11,17,1936,40765,476,10,4396.04,3841.2,5548.4,2347.4,2018,1328,2544
Martin,23172,22,9779,871,19,40,15,63,2247,35561,667,10,5097.84,4402.68,9268.8,3475.8,2018,336,3055
Mecklenburg,1054835,10.6,330573,136714,15,25,9,5369,117617,63197,27415,899,111812.51,158225.25,263708.75,94935.15,2018,50082,238934
Mitchell,15126,24.6,68,787,17,28,13,11,1663,42530,382,11,3720.996,2571.42,4235.28,1966.38,2018,,1839
Montgomery,27418,19.4,4998,4260,19,30,12,43,3635,40371,611,8,5319.092,5209.42,8225.4,3290.16,2018,160,3087
Moore,95776,24.1,11746,6166,16,27,11,127,8900,54545,1978,98,23082.016,15324.16,25859.52,10535.36,2018,3678,14185
Nash,94005,17.5,37427,6361,18,35,14,256,9503,47403,2899,56,16450.875,16920.9,32901.75,13160.7,2018,5440,12539
New Hanover,223483,16.7,30633,12010,18,25,8,582,22230,51373,5464,195,37321.661,40226.94,55870.75,17878.64,2018,15540,42953
Northampton,20000,24.1,11505,450,21,36,16,70,1902,35711,576,2,4820,4200,7200,3200,2018,1561,1804
Onslow,187136,9.3,27714,22763,19,28,8,275,15306,47163,3498,62,17403.648,35555.84,52398.08,14970.88,2018,18108,37094
Orange,141796,12.1,16625,11870,14,23,8,258,12104,65299,3218,265,17157.316,19851.44,32613.08,11343.68,2018,11935,27700
Pamlico,12821,28.1,2440,473,17,32,14,22,1148,43927,286,6,3602.701,2179.57,4102.72,1794.94,2018,310,1532
Pasquotank,39864,16.4,14382,2018,19,37,13,93,3720,43687,1102,31,6537.696,7574.16,14749.68,5182.32,2018,5070,6087
Pender,59090,17.7,9173,4092,17,31,12,88,6716,50437,1409,18,10458.93,10045.3,18317.9,7090.8,2018,1652,7856
Perquimans,13335,25.5,3058,359,19,32,14,19,1243,45052,331,3,3400.425,2533.65,4267.2,1866.9,2018,148,1411
Person,39284,18.4,10453,1636,19,33,13,80,3760,47974,994,15,7228.256,7463.96,12963.72,5106.92,2018,1710,5159
Pitt,177220,11.9,61272,11010,20,30,10,533,18618,45918,4885,177,21089.18,35444,53166,17722,2018,5307,32298
Polk,20334,29.3,876,1157,15,28,13,19,1974,47185,413,11,5957.862,3050.1,5693.52,2643.42,2018,22,2379
Randolph,143416,17.1,8663,15966,20,32,14,188,19059,45939,3286,63,24524.136,28683.2,45893.12,20078.24,2018,11931,18034
Richmond,44939,17.1,13988,2836,23,36,12,119,5623,35367,1178,19,7684.569,10335.97,16178.04,5392.68,2018,2806,5428
Robeson,133235,14,31511,11452,27,39,16,411,21958,34439,4018,54,18652.9,35973.45,51961.65,21317.6,2018,7971,15484
Rockingham,91393,19.3,16927,5663,20,35,13,162,9786,41620,2325,35,17638.849,18278.6,31987.55,11881.09,2018,10865,10654
Rowan,139933,17,22458,11800,19,34,13,303,15541,47971,3590,58,23788.61,26587.27,47577.22,18191.29,2018,14536,18337
Rutherford,66421,20.5,6361,2809,19,31,14,64,6946,38699,1668,34,13616.305,12619.99,20590.51,9298.94,2018,6881,7780
Sampson,63124,16.8,16262,11954,21,35,15,139,9835,41477,1621,27,10604.832,13256.04,22093.4,9468.6,2018,1473,7265
Scotland,35244,17.2,13642,1020,23,35,13,119,3996,35138,1073,23,6061.968,8106.12,12335.4,4581.72,2018,2802,4188
Stanly,60791,18.3,6809,2482,19,29,12,96,6193,49106,1368,27,11124.753,11550.29,17629.39,7294.92,2018,1351,8115
Stokes,46097,20.3,1874,1353,17,29,12,46,4736,48148,1056,12,9357.691,7836.49,13368.13,5531.64,2018,2904,5912
Surry,72113,19.7,2603,7428,19,30,12,69,9242,38843,1618,41,14206.261,13701.47,21633.9,8653.56,2018,2516,8532
Swain,14346,19.5,160,703,23,29,13,9,2089,38996,439,13,2797.47,3299.58,4160.34,1864.98,2018,91,1975
Transylvania,33482,29.4,1232,1091,17,26,11,26,3151,44578,682,25,9843.708,5691.94,8705.32,3683.02,2018,796,3730
Tyrrell,4141,19.5,1513,344,21,33,13,7,525,33666,128,,807.495,869.61,1366.53,538.33,2018,271,292
Union,226606,12,26488,24917,15,28,11,237,22140,72548,5053,135,27192.72,33990.9,63449.68,24926.66,2018,7680,35945
Vance,44244,17.5,22332,3333,21,38,13,187,5020,34717,1300,16,7742.7,9291.24,16812.72,5751.72,2018,2312,4557
Wake,1046791,10.7,211591,105127,14,23,8,3133,87652,76173,23681,876,112006.637,146550.74,240761.93,83743.28,2018,44234,239662
Warren,19907,22.9,10113,782,21,37,15,63,2471,36285,527,2,4558.703,4180.47,7365.59,2986.05,2018,892,1988
Washington,12195,22.9,5806,694,19,32,15,37,1322,35367,365,3,2792.655,2317.05,3902.4,1829.25,2018,1712,1112
Watauga,53922,14.9,910,1850,20,27,9,30,5258,44014,1246,42,8034.378,10784.4,14558.94,4852.98,2018,1345,7763
Wayne,124150,15.3,38880,14280,20,38,14,348,14136,42421,3128,61,18994.95,24830,47177,17381,2018,10606,18638
Wilkes,68740,20.6,2887,4283,19,30,13,51,8595,41640,1452,29,14160.44,13060.6,20622,8936.2,2018,4177,7861
Wilson,81661,17.3,32481,8202,20,33,13,306,10020,41352,2974,37,14127.353,16332.2,26948.13,10615.93,2018,901,10019
Yadkin,37532,19,1160,4132,18,33,11,34,4422,46276,777,11,7131.08,6755.76,12385.56,4128.52,2018,351,4506
Yancey,17678,24.6,158,910,18,29,11,11,1801,39686,389,14,4348.788,3182.04,5126.62,1944.58,2018,85,2053
